geneSymbol,numVariantes
FGD2,4
ZNF716,4
TMEM130,4
ZNF696,4
ZNF252P-AS1,4
SLC28A3,4
SPRN,4
KRAS,4
KLHL42,4
DENND5B,4
IRAK3,4
NUDT4,4
TMEM119,4
MTRF1,4
TRIM16L,4
MED13,4
PCSK2,4
SNAP29,4
RGL4,4
ATRX,4
INADL,4
KANK4,4
SYT2,4
RP11-480I12.4,4
ATP2B4,4
IRF2BP2,4
DUSP11,4
GULP1,4
TRAK1,4
FHIT,4
CNTN3,4
PCDHB16,4
ZNF76,4
VEGFA,4
EEF1A1,4
OGDH,4
PRRT4,4
AHCYL2,4
FZD3,4
SGK3,4
MCMDC2,4
PMP2,4
UBAP2,4
CNTNAP3B,4
ARHGEF17,4
RBM26,4
MAP4K5,4
PAPOLA,4
HERC1,4
USP7,4
HS3ST4,4
ATXN2L,4
NFATC2IP,4
RP11-105C20.2,4
TUBB3,4
ALOX15,4
POLR2A,4
SOCS6,4
DESI1,4
STAG2,4
IRAK1,4
PTP4A2,4
VAV3,4
SLC19A2,4
MECOM,4
Z95704.1,4
BASP1,4
LCP2,4
C9orf139,4
PFKP,4
SHOC2,4
IQSEC3,4
XPOT,4
SLC35E3,4
MYO1H,4
DOCK9,4
CDH16,4
HELZ2,4
PPARA,4
SBF1,4
MYOM3,4
GRHL3,4
GBP1,4
TBX15,4
ETV3,4
KIRREL,4
EDEM3,4
KCNT2,4
TRAF3IP3,4
SLC8A1,4
TGFA,4
RETSAT,4
VWA3B,4
HS6ST1,4
SCN2A,4
MPP4,4
PAX3,4
SLC19A3,4
EDEM1,4
SRGAP3,4
CDCP1,4
CCDC36,4
NEK4,4
RP11-553A10.1,4
CASR,4
SCFD2,4
STPG2,4
NIPBL,4
PDE8B,4
FAM172A,4
FBN2,4
PCDHA9,4
PTP4A1,4
SLC17A5,4
RRAGD,4
FHL5,4
LPA,4
KCND2,4
PRSS55,4
TUSC3,4
AP2A2,4
STK33,4
SLC15A3,4
ARAP1,4
ACER3,4
PAK1,4
CHORDC1,4
ZBTB39,4
CUX2,4
CCNA1,4
NEK5,4
OR11H6,4
RPGRIP1,4
SOS2,4
CEP128,4
FRMD5,4
CGNL1,4
ACSBG1,4
AGBL1,4
WDR90,4
UNKL,4
SYT17,4
PKD1L3,4
IKZF3,4
RP11-1055B8.7,4
ONECUT2,4
HIPK4,4
ATP1A3,4
SIRPB2,4
ZMYND8,4
ZBP1,4
IGLV2-14,4
ARHGEF9,4
IDH3G,4
WDR3,4
TTL,4
DPYSL3,4
DEK,4
NKX6-3,4
TUBBP5,4
PAFAH1B2,4
PCDH9,4
SLC38A8,4
NRAS,4
IGF2BP2,4
MTMR12,4
SPRY4,4
ZKSCAN1,4
NTRK2,4
KLC2,4
IBA57,4
SCLY,4
CTBP1,4
BRD9,4
WDR36,4
DAXX,4
LEP,4
GSN-AS1,4
ZSWIM8,4
GPR26,4
IGF2,4
DDX10,4
TMPRSS13,4
KRT2,4
SYT1,4
GPATCH2L,4
CSPG4,4
CES1,4
C16orf46,4
PITPNM3,4
HOXB5,4
HOXB8,4
FAM83C,4
HIVEP3,4
HLX,4
GLI2,4
COLQ,4
TGFBR2,4
MED28,4
PRMT10,4
RAPGEF2,4
HSPA4,4
SLC22A23,4
SLC22A16,4
UNC93A,4
TNPO3,4
ZNF703,4
KLF9,4
FANCC,4
LZTS2,4
C11orf80,4
LIPT2,4
KCNC2,4
KIAA0391,4
INSM2,4
SPTB,4
SLCO3A1,4
SULT1A2,4
CNTNAP1,4
QRICH2,4
MIDN,4
MFSD12,4
STAP2,4
TMEM59L,4
SLC7A9,4
ADARB1,4
SH3KBP1,4
INTS3,4
SOX13,4
RP11-290P14.2,4
ERMN,4
NRP2,4
DOCK3,4
IFT122,4
CXXC4,4
LYRM7,4
COL23A1,4
ENPP4,4
FNDC1,4
ERMARD,4
THSD7A,4
YAE1D1,4
ELN,4
GTPBP10,4
BCAP29,4
RSPO2,4
ADAMTSL1,4
CACNA1B,4
DIP2C,4
SLC5A12,4
C2CD3,4
KCNE3,4
CCDC67,4
MRE11A,4
MMP13,4
DAAM1,4
RASGRP1,4
TRPM7,4
ACSM2A,4
ATP6V0D1,4
ERBB2,4
SOGA2,4
ZNF833P,4
SIGLEC10,4
SSC5D,4
ZNF337,4
APCDD1L,4
XPNPEP3,4
FAM104B,4
AMIGO1,4
ELK4,4
TRIML1,4
PCDHA2,4
TUBB,4
XPO7,4
CDC37L1,4
HNRNPK,4
HNRNPF,4
SCYL1,4
PRIMA1,4
TRAF3,4
RAB8B,4
ADAMTS7,4
CNOT1,4
PIP4K2B,4
DUS3L,4
TNRC6B,4
KLHL4,4
STAM2,4
CXCR2,4
EXOC3,4
KIF3A,4
RADIL,4
RP11-262H14.3,4
SART1,4
DDX12P,4
AP3D1,4
LDLR,4
ZNF729,4
RPS11,4
CTD-2224J9.8,4
CA6,4
RSBN1,4
TGFB2,4
TBR1,4
CERKL,4
LRP2BP,4
IRX2,4
PARP8,4
SBSPON,4
EGLN2,4
PLA2G2C,4
C1orf173,4
SLC44A5,4
ELTD1,4
EVI5,4
MAGI3,4
PBX1,4
MPZL1,4
ASAP2,4
LCORL,4
LARP7,4
WIPF3,4
EYA1,4
SMU1,4
VWA5A,4
ADAM21P1,4
TGFB3,4
ZNF681,4
ETS2,4
PRRG3,4
KCNAB2,4
FAM131C,4
E2F2,4
TAL1,4
SLC6A17,4
DDX20,4
LAMC2,4
FCAMR,4
C1orf116,4
RYR2,4
C2orf71,4
NT5DC4,4
MARCO,4
ARPP21,4
DPPA4,4
PALLD,4
RASGRF2,4
3-Mar,4
PSMB9,4
COL21A1,4
COL12A1,4
PRDM1,4
SASH1,4
ZMIZ2,4
ABCB1,4
SVOPL,4
MMP16,4
RGS22,4
KCNV1,4
TOP1MT,4
ANKRD18A,4
KIAA1958,4
FRMD4A,4
SYT15,4
GPRIN2,4
ZNF488,4
ANK3,4
TRIM8,4
NUP98,4
TEAD1,4
SLC1A2,4
ADAMTS15,4
GUCY2C,4
SLCO1B3,4
FGD4,4
MED13L,4
FREM2,4
LRP10,4
NPAS3,4
SMOC1,4
PCNX,4
NRXN3,4
SERPINA1,4
CCDC85C,4
IGF1R,4
ZNF200,4
RPL38,4
PGS1,4
COLEC12,4
SYT4,4
KRI1,4
SMARCA4,4
SLC1A6,4
MVB12A,4
ZNF536,4
SSTR3,4
CACNA1I,4
PANK4,4
FBXO42,4
FAM43B,4
IFNLR1,4
AHDC1,4
TRABD2B,4
MROH7,4
USP33,4
BTBD8,4
ADAMTS4,4
NOS1AP,4
AXDND1,4
LAMB3,4
GNG4,4
SERTAD2,4
ZC3H6,4
LYPD6,4
TMEFF2,4
DOCK10,4
AGFG1,4
VIPR1,4
AC096922.1,4
CLDND1,4
GRAMD1C,4
DTX3L,4
CPNE4,4
CPB1,4
IQCJ-SCHIP1,4
FBXO45,4
KIAA0232,4
SORCS2,4
ALB,4
SCD5,4
SEC24D,4
BLTP1,4
TLR2,4
ZSWIM6,4
PHAX,4
PFN3,4
NOTCH4,4
SLC22A2,4
BBS9,4
AKAP9,4
PRKRIP1,4
STRIP2,4
TTI2,4
EPPK1,4
ZFTRAF1,4
ZNF16,4
GLIS3,4
FRMPD1,4
OR13C5,4
OR13C9,4
DDX31,4
WDR37,4
CAMK1D,4
ABI1,4
PALD1,4
EPS8L2,4
INS-IGF2,4
FAM160A2,4
OR5W2,4
CDC42BPG,4
VPS11,4
POC1B-GALNT4,4
STAB2,4
RPH3A,4
PITPNM2,4
GTF2H3,4
DNAH10,4
PIWIL1,4
RAN,4
CHFR,4
PSPC1,4
SACS,4
NBEA,4
DCLK1,4
KLHL1,4
TPPP2,4
AP1G2,4
DACT1,4
PGF,4
EFCAB11,4
ATXN3,4
RP11-909M7.3,4
TRIM69,4
ZNF280D,4
HOMER2,4
ANPEP,4
LMF1,4
MAPK8IP3,4
RBFOX1,4
ITGAX,4
KRBOX5P1,4
GPR114,4
CENPT,4
MYH1,4
CCDC144A,4
SYNRG,4
MPP3,4
PDK2,4
TEX2,4
BPTF,4
DNAI2,4
DSC2,4
CNDP2,4
GTF2F1,4
ZGLP1,4
RAD23A,4
TDRD12,4
PSMC4,4
ZNF780B,4
CALM3,4
ZNF534,4
SPTLC3,4
ESF1,4
ERGIC3,4
PHF20,4
PCIF1,4
SLC2A10,4
TCFL5,4
COL18A1,4
DGCR2,4
NF2,4
ASCC2,4
SLC5A1,4
TOM1,4
MICALL1,4
L3MBTL2,4
FAM120C,4
ITIH6,4
POLN,4
BTBD9,4
LARP4,4
FOXN3,4
STAT5B,4
MRPL10,4
CEP95,4
DPYD,4
NUCKS1,4
REEP5,4
USP45,4
CLIP2,4
HEY1,4
IFNA4,4
SLC3A2,4
PLA2G4F,4
PALB2,4
SRCAP,4
SMTNL2,4
NGFR,4
CTIF,4
RAB22A,4
KIAA0930,4
PRKCE,4
IL17RE,4
DMXL1,4
WDR55,4
TPMT,4
MICA,4
PLAGL1,4
CLN8,4
GRID1,4
ELMOD1,4
PLEKHG4,4
KRT16P2,4
DPP9,4
TTC28,4
CCNT2,4
PPWD1,4
TMED9,4
NAA35,4
LRRC8A,4
MYO1C,4
RUNX3,4
MOV10,4
PYHIN1,4
TRMT1L,4
AKT3,4
RBM5,4
TEX264,4
NPY2R,4
PPIP5K2,4
MAN2A1,4
SNCAIP,4
CDC42SE2,4
PP13004,4
RP11-108K14.8,4
GPR132,4
CATSPER2,4
MEX3B,4
PIH1D1,4
NEFH,4
TSC22D3,4
RBMX,4
CTNNA2,4
VCPIP1,4
PDZD4,4
STX18,4
GPR125,4
UGT2B11,4
MAPK10,4
HECW1,4
PEX1,4
NUB1,4
FZD4,4
CALCOCO1,4
CMKLR1,4
TNRC6C,4
TSHZ2,4
PCK1,4
SORT1,4
WDR92,4
PLEKHB2,4
C4orf21,4
EIF4H,4
GNGT1,4
BAALC,4
ZHX2,4
KDM4C,4
ARIH1,4
SPG7,4
DHDDS,4
ZBTB37,4
AGBL3,4
MDM1,4
APAF1,4
DYNLL1,4
GFAP,4
AKAP8L,4
PHTF1,4
MITF,4
SMOC2,4
RIMS2,4
HOXC9,4
EVL,4
IGHV3-33,4
GIPC3,4
CAPNS1,4
NPHP4,4
MIER1,4
ST6GALNAC3,4
GPR88,4
AKNAD1,4
PRKAB2,4
ENTREP3,4
C1orf226,4
HHAT,4
C1orf143,4
TARBP1,4
TMEM87B,4
NBEAL2,4
PPP1R2,4
TBC1D1,4
GDNF,4
DCDC2,4
TRIM39,4
CFB,4
GJA1,4
KBTBD2,4
MTERF,4
NAT16,4
METTL2B,4
SLC13A4,4
DLC1,4
SFRP1,4
CCDC180,4
VAV2,4
ARHGAP22,4
SWAP70,4
FAR1,4
ANO3,4
PVRL1,4
PDS5B,4
RPL4,4
CTSH,4
CHD2,4
SSTR5,4
DNAH3,4
CCDC102A,4
CDT1,4
RP11-862L9.3,4
EEF2,4
ANKRD27,4
TUBB1,4
CDC45,4
ARHGEF6,4
LRRC47,4
DRAXIN,4
CFAP107,4
FHAD1,4
CELA2B,4
DNAJC16,4
AKR7A3,4
YARS,4
SF3A3,4
CCDC30,4
LEPRE1,4
SLC2A1,4
SLC6A9,4
MKNK1,4
CYP4B1,4
AGBL4,4
BCL10,4
MIR137HG,4
THEM4,4
NES,4
PEAR1,4
LRRC71,4
FCRL2,4
IGSF9,4
FMO2,4
PRRC2C,4
BRINP2,4
FAM20B,4
FAM129A,4
C1orf27,4
FAM58BP,4
LEFTY1,4
GGPS1,4
PGBD2,4
WDR35,4
SNX17,4
PEX13,4
SLC1A4,4
SFXN5,4
TCF7L1,4
TBC1D8,4
IL1R1,4
EDAR,4
SOWAHC,4
MERTK,4
MYO7B,4
CCDC74A,4
PKP4,4
FASTKD1,4
SP9,4
UNC80,4
BARD1,4
HJURP,4
AGAP1,4
AC093802.1,4
DUSP28,4
STK25,4
NEU4,4
CMTM6,4
PLCD1,4
RNF123,4
TKT,4
DCBLD2,4
TOMM70A,4
PLXNA1,4
COPG1,4
H1FX,4
RHO,4
TOPBP1,4
C3orf72,4
AC104472.1,4
LRRC34,4
RTP4,4
DLG1,4
ZNF721,4
TAPT1,4
KDR,4
MMRN1,4
OTUD4,4
RAD1,4
CARD6,4
CENPK,4
JMY,4
MSH3,4
ISOC1,4
UBLCP1,4
N4BP3,4
DUSP22,4
SMIM13,4
RNF182,4
TRIM39-RPP21,4
HLA-DQB2,4
HLA-DOA,4
TTBK1,4
CLIC5,4
FKBP1C,4
KIAA1009,4
DCBLD1,4
MCM9,4
EPB41L2,4
TAAR3,4
CITED2,4
GPR126,4
ZC3H12D,4
ESR1,4
TTLL2,4
GPER1,4
PSMG3-AS1,4
BRAT1,4
RBAK,4
CPVL,4
NACAD,4
GUSB,4
GATAD1,4
SAMD9,4
HILPDA,4
ZNF767,4
ABCF2,4
ERI1,4
SOX7,4
BLK,4
UTP23,4
PYCRL,4
DOCK8,4
MPDZ,4
IFNA17,4
DNAJB5,4
ERCC6L2,4
RGS3,4
ZNF618,4
TOR1B,4
GPR107,4
OBP2B,4
RABL6,4
ANAPC2,4
SSNA1,4
FAM208B,4
C10orf67,4
BAMBI,4
NRP1,4
RET,4
HK1,4
ZMIZ1,4
MCMBP,4
TTC40,4
IFITM2,4
TRIM68,4
OR51B6,4
RCN1,4
PRR5L,4
TRAF6,4
ACCS,4
ARFGAP2,4
SLC22A6,4
NAA40,4
FRMD8,4
FAM89B,4
SNX32,4
PDE2A,4
CTSC,4
TMEM123,4
THY1,4
ACAD8,4
PZP,4
PIK3C2G,4
BHLHE41,4
FAR2,4
HDAC7,4
OR5BS1P,4
CCNT1,4
ADCY6,4
ITGB7,4
THAP2,4
MRPL42,4
ANKS1B,4
BLTP3B,4
SLC17A8,4
NT5DC3,4
ALDH1L2,4
UBE3B,4
C12orf43,4
B3GNT4,4
ULK1,4
TBC1D4,4
NALCN,4
COL4A2,4
TUBGCP3,4
OR4N2,4
RNASE13,4
SOCS4,4
C14orf37,4
CIPC,4
ALKBH1,4
SNW1,4
DEGS2,4
KLC1,4
PPP1R13B,4
NUTM1,4
SPRED1,4
VPS39,4
MYO5C,4
NOX5,4
STOML1,4
DNAJA4,4
MORF4L1,4
ARRDC4,4
AC090825.1,4
ALDH1A3,4
NARFL,4
CASKIN1,4
PPL,4
RP11-143N13.1,4
TNRC6A,4
POLR2C,4
ST3GAL2,4
WWOX,4
MC1R,4
RPH3AL,4
YWHAE,4
WDR81,4
SMYD4,4
MIS12,4
TMEM107,4
MYH8,4
HS3ST3A1,4
VTN,4
NUFIP2,4
CRLF3,4
TBX2,4
LLGL2,4
EVPL,4
ZACN,4
CETN1,4
PTPRM,4
RIOK3,4
AQP4,4
RNF138,4
MRO,4
KDSR,4
MED16,4
STK11,4
FUT3,4
KHSRP,4
STXBP2,4
KANK3,4
RTBDN,4
CACNA1A,4
CASP14,4
LLNLR-249E10.1,4
JAK3,4
ZNF728,4
GRAMD1A,4
SBSN,4
SYT3,4
SPACA6P,4
ZNF432,4
ZNF677,4
NLRP2,4
ZNF132,4
NKX2-2,4
FRG1B,4
ACTR5,4
GMEB2,4
C21orf119,4
ZBTB21,4
AIRE,4
CABIN1,4
PANX2,4
TUBGCP6,4
KLHDC7B,4
SHOX,4
CLCN4,4
RLIM,4
PCDH11X,4
RBM41,4
RP1-171K16.5,4
NOTCH1,4
GAB2,4
IGHV3-21,4
COL8A2,4
LOXL3,4
CFLAR,4
RAPH1,4
GGA2,4
ZNF764,4
RPL23,4
ZNF708,4
ZNF761,4
CXorf38,4
FRS2,4
ABL2,4
DENND3,4
AK4,3
ATP1A1,3
IFI16,3
PRDX6,3
DYNC2LI1,3
SMEK2,3
MEIS1,3
PLA2R1,3
NR2C2,3
TBC1D5,3
RAB5A,3
ITIH3,3
CADM2,3
TMPRSS7,3
TIGIT,3
FAM13A,3
MAP3K1,3
CCDC112,3
PCDH12,3
IRF4,3
PTPRK,3
ETV1,3
AKR1D1,3
XKR9,3
TAF2,3
NFIB,3
COL27A1,3
CRTAC1,3
SORCS1,3
SEC23IP,3
TMEM41B,3
DPP3,3
ZBTB44,3
PHC1P1,3
BEST3,3
AKAP11,3
G2E3,3
HEATR4,3
ZNF609,3
HEATR3,3
CBX2,3
HCCS,3
SLC25A43,3
RP11-486G15.2,3
RGSL1,3
TRIM11,3
NBAS,3
PRKD3,3
CCDC104,3
CNNM3,3
EIF5B,3
CHRNA1,3
NDUFS1,3
ADAM23,3
TMEM169,3
NUP210,3
RYBP,3
DCUN1D1,3
MAP3K13,3
MTNR1A,3
GHR,3
LRRC1,3
TYW1B,3
FZD9,3
SEMA3D,3
AGK,3
GALNTL5,3
ERMP1,3
PTBP3,3
LCN8,3
RUFY2,3
TRPM5,3
SYTL2,3
C11orf63,3
IFFO1,3
PPHLN1,3
CS,3
TMPO,3
SMAD9,3
ADAL,3
UACA,3
TBC1D2B,3
CAPN15,3
ITFG1,3
RASL10B,3
C17orf104,3
EFCAB13,3
KCNH6,3
NETO1,3
XKR7,3
TMEM189,3
CTCFL,3
FAM9C,3
DDX3X,3
CCNB3,3
MAGED1,3
TSIX,3
CUL4B,3
MAP7D3,3
USP9Y,3
ECHDC2,3
PTBP2,3
RIT1,3
XPR1,3
TFCP2L1,3
FANCD2P2,3
SPICE1,3
GATA2,3
RAB7A,3
SLC25A36,3
UBE2D3,3
BDH2,3
LYRM4,3
GPLD1,3
SKIC2,3
GRM4,3
KIF6,3
NFYA,3
BMPER,3
DGKI,3
HAS2,3
SNX30,3
PPP6C,3
ADO,3
BTAF1,3
DLG2,3
PRB1,3
DAZAP2,3
PHLDA1,3
RFX4,3
NAA25,3
DHX37,3
TRIM13,3
MAP3K9,3
NR2F2,3
SLC38A7,3
AP1G1,3
CTC1,3
AZI1,3
CCDC57,3
SLC14A2,3
ZFP64,3
AF165138.7,3
NCAM2,3
PDHA1,3
WASF2,3
PODN,3
C1orf177,3
JUN,3
CACHD1,3
POU2F1,3
TLR5,3
LBH,3
FAM98A,3
ZNF638,3
TRABD2A,3
YWHAEP5,3
FSIP2,3
ABI2,3
ROBO1,3
PIK3CB,3
ZNF518B,3
EGFLAM,3
SPINK5,3
KIAA0319,3
HLA-DPB1,3
MLIP,3
SMPDL3A,3
HBS1L,3
WBSCR17,3
RBPMS,3
ATP6V1C1,3
WISP1,3
FAM83H,3
RECQL4,3
C9orf72,3
KIAA1217,3
SLC18A3,3
GTF2H1,3
STX5,3
CHRDL2,3
CWF19L2,3
YAF2,3
FOXN4,3
DDX51,3
CLYBL,3
CDC16,3
RTN1,3
JDP2,3
SNX1,3
THSD4,3
SLFN11,3
CDK12,3
PSME3,3
ZNF763,3
MAU2,3
LIN37,3
C19orf55,3
AP001468.1,3
DNAJB7,3
ARHGAP4,3
KIAA0319L,3
KCND3,3
CACNA1S,3
ZFP36L2,3
SIDT1,3
SLC12A8,3
RBM27,3
ZNF318,3
FGFR1OP,3
TYW1,3
ACTR3C,3
UBE2V2,3
CYP7B1,3
XXyac-YRM2039.2,3
LPPR1,3
ODF2,3
CCSER2,3
SYT7,3
IKZF4,3
PLBD2,3
TPSAB1,3
AC129492.6,3
HOXB13,3
PLAGL2,3
ZNF217,3
TAB1,3
PLP1,3
TTLL10,3
SCP2,3
LPHN2,3
SYPL2,3
FCGR1BP,3
NMNAT2,3
KIF21B,3
OR2T6,3
TPO,3
EIF2B4,3
BRE,3
NLRC4,3
AAK1,3
RMND5A,3
DPP4,3
ITGA4,3
DUSP19,3
PARD3B,3
SCN5A,3
ZNF35,3
CCR2,3
TMEM89,3
PBRM1,3
ZDHHC23,3
MFSD1,3
SI,3
WHSC1,3
GNPDA2,3
TMEM150C,3
ELMOD2,3
NPY1R,3
1-Mar,3
HCN1,3
MCTP1,3
PCDHA6,3
SLC36A3,3
SLC36A2,3
ARL10,3
FILIP1,3
TPD52L1,3
MED23,3
PDE7B,3
HGF,3
SLC12A9,3
PPP1R3A,3
CAPZA2,3
EXOC4,3
CCAR2,3
NOV,3
DPP7,3
NDOR1,3
NEURL1,3
SORCS3,3
DCHS1,3
OR4C3,3
MS4A2,3
ATG2A,3
LRRC32,3
KCTD21,3
CCDC90B,3
GRM5,3
SCN3B,3
AP000708.1,3
KCNJ5-AS1,3
STYK1,3
KRT72,3
GNPTAB,3
UTP14C,3
DACH1,3
C14orf105,3
SIPA1L1,3
TMEM63C,3
INF2,3
CERS3,3
KIAA0430,3
CACNG3,3
SEPHS2,3
ZNF423,3
FTO,3
DYNLRB2,3
RP11-863P13.4,3
MYH13,3
GPR179,3
STARD3,3
SLC4A1,3
LAMA1,3
DSG4,3
SLC25A23,3
DNMT1,3
PODNL1,3
PPP1R14A,3
PLEKHG2,3
VN1R4,3
ZNF586,3
UBE2M,3
EPB41L1,3
RALGAPB,3
PLTP,3
RUNX1,3
ERG,3
LSS,3
SEC14L6,3
RAC2,3
CELSR1,3
CD99,3
FRMPD4,3
KLF8,3
DIAPH2,3
GPR112,3
PTPRC,3
SPDL1,3
ZKSCAN8,3
FBXL4,3
CCDC170,3
EXOSC2,3
WEE1,3
SLC26A11,3
PGK1,3
ZFYVE9,3
TGOLN2,3
BTN1A1,3
USP49,3
ZDHHC14,3
RP1L1,3
C8orf17,3
ERCC6,3
CYP17A1,3
ZDHHC5,3
XPO4,3
HOXB6,3
KIAA1328,3
ERCC2,3
RBBP9,3
DLGAP4,3
ARMCX4,3
FBXO44,3
DISC1,3
MGAT5,3
DNAJC13,3
CLSTN2,3
SH3BP2,3
HSPA9,3
FAM114A2,3
PBX2,3
SNX8,3
FADD,3
NDUFC2,3
PUS1,3
TECPR2,3
METTL22,3
CHD3,3
NCOR1,3
ALDH3A1,3
KLK14,3
FAM182A,3
SKI,3
GPR157,3
MAN1C1,3
HMGN2,3
EIF3I,3
FCGR3B,3
PTPN7,3
BTG2,3
MDM4,3
PCDP1,3
MZT2A,3
CALCRL,3
IGFBP5,3
SPHKAP,3
KIAA0226,3
CBR4,3
CCT5,3
VCAN,3
NRG2,3
HARS2,3
LARP1,3
NIPAL4,3
PDLIM7,3
NRSN1,3
TPBG,3
DPY19L2P1,3
NPC1L1,3
GTF2E2,3
PEX2,3
MTDH,3
RPL30,3
ADCK5,3
TMEM2,3
FKBP15,3
WBP1L,3
TECTB,3
TMEM138,3
PLCB3,3
MSANTD2,3
SLC38A1,3
EIF4B,3
AP4S1,3
TTBK2,3
ABAT,3
PRR14,3
KCNJ12,3
NF1,3
CCT6B,3
MPP2,3
TRIM37,3
hsa-mir-6080,3
ZCCHC2,3
DOT1L,3
GNG7,3
RFX1,3
CD97,3
FOXA2,3
AGPAT3,3
APOBEC3H,3
EPB41,3
FOXJ3,3
CADM3,3
SH2D1B,3
CRB1,3
DTL,3
OR2T3,3
ASIC4,3
CAB39,3
NCL,3
COL6A3,3
STXBP5L,3
MYLK,3
ARMC8,3
RSRC1,3
TMA16,3
ENPP6,3
NR3C1,3
BMP6,3
BLOC1S5-TXNDC5,3
CRCP,3
NDUFA5,3
OPN1SW,3
NDUFB2,3
SNTG1,3
SLC7A13,3
ELAVL2,3
SECISBP2,3
PTGR1,3
APBB1,3
AHNAK,3
USP35,3
C11orf70,3
PCSK7,3
NCAPD3,3
H3F3C,3
ARHGEF25,3
IGF1,3
ARHGAP5,3
KLHDC1,3
DDX24,3
12-Sep,3
GP2,3
SPIRE2,3
FLCN,3
CLASRP,3
ZNF28,3
GARIN5B,3
NOP56,3
RIN2,3
MIR3648,3
POFUT2,3
TOP3BP1,3
CSDC2,3
ARNT,3
OR2T4,3
OR2T7,3
PPATP1,3
KCNAB1,3
YEATS2,3
PDLIM5,3
EDNRA,3
SUB1,3
ST8SIA4,3
AGER,3
OARD1,3
RCAN2,3
MARCKS,3
PLXNA4,3
ZNF212,3
HMBOX1,3
RPS20,3
ATAD2,3
KANK1,3
TRAF1,3
ZER1,3
NAT10,3
MUS81,3
CD163L1,3
KSR2,3
TMEM120B,3
DCT,3
SOX1,3
SRP54,3
PELI2,3
IGHA2,3
CHRNA3,3
MSLNL,3
SLC6A10P,3
CDH5,3
ZNF19,3
RFFL,3
GNAL,3
KCNN4,3
GPM6B,3
MBNL3,3
DNAJC6,3
SYCP1,3
SATB1,3
ST3GAL6,3
LEPREL1,3
DCAF16,3
FLT4,3
CD2AP,3
TMEM184A,3
SRRT,3
TRBV6-1,3
HR,3
AGPAT6,3
TRUB2,3
RPP30,3
HPS5,3
EIF3M,3
SCN2B,3
PRB4,3
SRRM4,3
LTBP2,3
KRTAP4-11,3
METTL2A,3
ARHGEF18,3
KRTAP10-9,3
DMAP1,3
TOP2B,3
RPN1,3
UGT8,3
TRIM2,3
SEC24A,3
ABCF1,3
MAN1A1,3
NUPL2,3
GALNT11,3
ZFPM2,3
ANKRD49,3
JAG2,3
MPI,3
PLCH2,3
PRAMEF2,3
SESN2,3
ZBTB8OS,3
LEPR,3
SPRR2B,3
MTR,3
NR1D2,3
TRIM71,3
KIAA1143,3
CCDC50,3
BMPR1B,3
DNAJB14,3
CSNK1A1,3
MYO6,3
AOAH,3
NCF1C,3
CACNA2D1,3
SRI,3
FAM110B,3
GPR20,3
CNTLN,3
ZNF462,3
SPA17,3
ACVR1B,3
NEDD1,3
GIT2,3
C1QTNF9,3
MZT1,3
FUT8,3
FAM63B,3
VAPA,3
C19orf68,3
CBLN4,3
RNF185,3
ACTRT2,3
EPHA2,3
CAPZB,3
IL6R,3
RGS5,3
IER5,3
CR2,3
GALNT14,3
PSD4,3
GALNT13,3
SCN1A,3
CXCR2P1,3
CXCR1,3
PNKD,3
ZNF385D,3
RBMS3,3
ZNF445,3
CD86,3
COPB2,3
ABCC5,3
DCUN1D4,3
EIF4E,3
ANK2,3
DCLK2,3
PDZD2,3
OSMR,3
ZFYVE16,3
LIX1,3
PAM,3
RAPGEF6,3
NUP153,3
POM121L2,3
GUCA1A,3
TMEM200A,3
ENPP3,3
COX19,3
ICA1,3
SNX13,3
CAMK2B,3
PILRA,3
CTTNBP2,3
GIMAP5,3
RHEB,3
MTSS1,3
PHF20L1,3
PTPRD,3
FOCAD,3
RP11-195F19.5,3
FGD3,3
ERP44,3
DOLPP1,3
CDNF,3
CXCL12,3
SUFU,3
LHPP,3
ADAM12,3
MYBPC3,3
LRP5,3
CASP5,3
FXYD2,3
KIRREL3,3
KIAA1467,3
NELL2,3
DDN,3
KRT6B,3
PCBP2,3
MUCL1,3
TDG,3
ARPC3,3
SLITRK1,3
OR11G2,3
PPM1A,3
DICER1,3
CASC5,3
CYP19A1,3
FAM154B,3
C16orf71,3
JPH3,3
ZNF469,3
CHMP1A,3
SPEM1,3
ARHGEF15,3
LGALS9,3
ABCA10,3
UNK,3
CARD14,3
RPTOR,3
CEP192,3
DAPK3,3
WDR83OS,3
APLP1,3
ZNF585B,3
ZNF780A,3
PSG1,3
FKRP,3
SLC24A3,3
NCOA6,3
HLCS,3
DYRK1A,3
CACNG2,3
MEI1,3
C22orf26,3
SCNN1D,3
HNRNPCP5,3
PRDM2,3
SPATA21,3
CELA3B,3
C1QA,3
SLC30A2,3
AIM1L,3
INPP5B,3
COL9A2,3
CLDN19,3
DAB1,3
CELSR2,3
GJA5,3
UBQLN4,3
LMNA,3
NHLH1,3
DHX9,3
GOLT1A,3
CD55,3
FLVCR1,3
SLC35F3,3
OR14A2,3
TRIM58,3
COLEC11,3
RRM2,3
PPM1G,3
CAPN13,3
ASPRV1,3
ALMS1,3
M1AP,3
REG3G,3
MGAT4A,3
POLR1B,3
PTPN4,3
AMER3,3
MCM6,3
NR4A2,3
SLC4A10,3
ANKRD44,3
RFTN2,3
CDK15,3
GPR55,3
ALPI,3
NGEF,3
FGD5,3
TRANK1,3
TNNC1,3
WDR52,3
GOLGB1,3
